"SchoolYear","OrganizationLevel","County","DistrictCode","DistrictName","StudentGroupType","StudentGroup","Subject","MedianSGP","StudentCount","NumberLowGrowth","NumberTypicalGrowth","NumberHighGrowth","PercentLowGrowth","PercentTypicalGrowth","PercentHighGrowth","PhysicalAddress","Median_Household_Income"
"2019","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","English Language Arts",54,18,4,6,8,0.222,0.333,0.444,"98673",31250
"2019","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","Math",58,18,5,5,8,0.278,0.278,0.444,"98673",31250
"2018","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","English Language Arts",67,21,6,4,11,0.286,0.19,0.524,"98673",31250
"2018","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","Math",67,21,5,5,11,0.238,0.238,0.524,"98673",31250
"2017","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","English Language Arts",66,25,7,6,12,0.28,0.24,0.48,"98673",31250
"2017","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","Math",56,25,6,9,10,0.24,0.36,0.4,"98673",31250
"2016","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","English Language Arts",45,23,9,9,5,0.391,0.391,0.217,"98673",31250
"2016","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","Math",53,22,5,7,10,0.227,0.318,0.455,"98673",31250
"2015","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","English Language Arts",34,27,12,12,3,0.444,0.444,0.111,"98673",31250
"2015","District","Klickitat",20094,"Wishram School District","AllStudents","All Students","Math",44,27,12,6,9,0.444,0.222,0.333,"98673",31250
"2018","District","Yakima",39007,"Yakima School District","AllStudents","All Students","English Language Arts",53,5434,1629,1871,1934,0.3,0.344,0.356,"98902",47283
"2018","District","Yakima",39007,"Yakima School District","AllStudents","All Students","Math",51,5401,1644,1877,1880,0.304,0.348,0.348,"98902",47283
"2017","District","Yakima",39007,"Yakima School District","AllStudents","All Students","English Language Arts",46,5447,2006,1881,1560,0.368,0.345,0.286,"98902",47283
"2017","District","Yakima",39007,"Yakima School District","AllStudents","All Students","Math",52,5412,1634,1868,1910,0.302,0.345,0.353,"98902",47283
"2016","District","Yakima",39007,"Yakima School District","AllStudents","All Students","English Language Arts",46,5290,1915,1808,1567,0.362,0.342,0.296,"98902",47283
"2016","District","Yakima",39007,"Yakima School District","AllStudents","All Students","Math",49,5245,1748,1848,1649,0.333,0.352,0.314,"98902",47283
"2015","District","Yakima",39007,"Yakima School District","AllStudents","All Students","English Language Arts",47,5076,1776,1785,1515,0.35,0.352,0.298,"98902",47283
"2015","District","Yakima",39007,"Yakima School District","AllStudents","All Students","Math",42,5043,2037,1662,1344,0.404,0.33,0.267,"98902",47283
"2019","District","Yakima",39007,"Yakima School District","AllStudents","All Students","English Language Arts",51,5529,1704,1958,1867,0.308,0.354,0.338,"98902",47283
"2019","District","Yakima",39007,"Yakima School District","AllStudents","All Students","Math",48,5514,1872,1944,1698,0.339,0.353,0.308,"98902",47283
"2019","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","English Language Arts",66,855,164,271,420,0.192,0.317,0.491,"98674",75487
"2019","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","Math",68,859,158,257,444,0.184,0.299,0.517,"98674",75487
"2018","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","English Language Arts",63,848,176,283,389,0.208,0.334,0.459,"98674",75487
"2018","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","Math",62,845,192,276,377,0.227,0.327,0.446,"98674",75487
"2017","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","English Language Arts",51,840,271,300,269,0.323,0.357,0.32,"98674",75487
"2017","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","Math",45,842,302,285,255,0.359,0.338,0.303,"98674",75487
"2016","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","English Language Arts",36,800,368,263,169,0.46,0.329,0.211,"98674",75487
"2016","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","Math",47,801,281,297,223,0.351,0.371,0.278,"98674",75487
"2015","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","English Language Arts",38,641,273,226,142,0.426,0.353,0.222,"98674",75487
"2015","District","Cowlitz",8404,"Woodland School District","AllStudents","All Students","Math",50,636,206,211,219,0.324,0.332,0.344,"98674",75487
"2019","District","Thurston",34002,"Yelm School District","AllStudents","All Students","English Language Arts",51,2078,640,714,724,0.308,0.344,0.348,"98597",73664
"2019","District","Thurston",34002,"Yelm School District","AllStudents","All Students","Math",52,2076,635,688,753,0.306,0.331,0.363,"98597",73664
"2018","District","Thurston",34002,"Yelm School District","AllStudents","All Students","English Language Arts",49,1985,665,674,646,0.335,0.34,0.325,"98597",73664
"2018","District","Thurston",34002,"Yelm School District","AllStudents","All Students","Math",52,1982,588,668,726,0.297,0.337,0.366,"98597",73664
"2017","District","Thurston",34002,"Yelm School District","AllStudents","All Students","English Language Arts",50,1979,635,679,665,0.321,0.343,0.336,"98597",73664
"2017","District","Thurston",34002,"Yelm School District","AllStudents","All Students","Math",50,1985,655,687,643,0.33,0.346,0.324,"98597",73664
"2016","District","Thurston",34002,"Yelm School District","AllStudents","All Students","English Language Arts",49,1868,622,648,598,0.333,0.347,0.32,"98597",73664
"2016","District","Thurston",34002,"Yelm School District","AllStudents","All Students","Math",49,1864,645,640,579,0.346,0.343,0.311,"98597",73664
"2015","District","Thurston",34002,"Yelm School District","AllStudents","All Students","English Language Arts",40,1787,755,594,438,0.422,0.332,0.245,"98597",73664
"2015","District","Thurston",34002,"Yelm School District","AllStudents","All Students","Math",36,1781,829,584,368,0.465,0.328,0.207,"98597",73664
"2019","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","English Language Arts",46,1259,447,456,356,0.355,0.362,0.283,"98520",50022
"2019","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","Math",49,1259,412,444,403,0.327,0.353,0.32,"98520",50022
"2018","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","English Language Arts",47,1198,423,410,365,0.353,0.342,0.305,"98520",50022
"2018","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","Math",49,1191,380,446,365,0.319,0.374,0.306,"98520",50022
"2017","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","English Language Arts",50,1119,373,370,376,0.333,0.331,0.336,"98520",50022
"2017","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","Math",51,1112,371,366,375,0.334,0.329,0.337,"98520",50022
"2016","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","English Language Arts",45,1044,371,352,321,0.355,0.337,0.307,"98520",50022
"2016","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","Math",48,1045,348,383,314,0.333,0.367,0.3,"98520",50022
"2015","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","English Language Arts",50,53,21,17,15,0.396,0.321,0.283,"98520",50022
"2015","District","Grays Harbor",14005,"Aberdeen School District","AllStudents","All Students","Math",46,51,24,11,16,0.471,0.216,0.314,"98520",50022
"2019","District","Lincoln",22017,"Almira School District","AllStudents","All Students","English Language Arts",66,72,15,23,34,0.208,0.319,0.472,"99103",80357
"2019","District","Lincoln",22017,"Almira School District","AllStudents","All Students","Math",63,71,17,20,34,0.239,0.282,0.479,"99103",80357
"2018","District","Lincoln",22017,"Almira School District","AllStudents","All Students","English Language Arts",56.5,70,18,28,24,0.257,0.4,0.343,"99103",80357
"2018","District","Lincoln",22017,"Almira School District","AllStudents","All Students","Math",56.5,70,20,25,25,0.286,0.357,0.357,"99103",80357
"2017","District","Lincoln",22017,"Almira School District","AllStudents","All Students","English Language Arts",56,75,21,25,29,0.28,0.333,0.387,"99103",80357
"2017","District","Lincoln",22017,"Almira School District","AllStudents","All Students","Math",70,74,14,18,42,0.189,0.243,0.568,"99103",80357
"2016","District","Lincoln",22017,"Almira School District","AllStudents","All Students","English Language Arts",60,76,22,21,33,0.289,0.276,0.434,"99103",80357
"2016","District","Lincoln",22017,"Almira School District","AllStudents","All Students","Math",84,75,7,16,52,0.093,0.213,0.693,"99103",80357
"2015","District","Lincoln",22017,"Almira School District","AllStudents","All Students","English Language Arts",55.5,78,18,32,28,0.231,0.41,0.359,"99103",80357
"2015","District","Lincoln",22017,"Almira School District","AllStudents","All Students","Math",60.5,78,16,29,33,0.205,0.372,0.423,"99103",80357
"2019","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","English Language Arts",58.5,972,248,327,397,0.255,0.336,0.408,"98221",77036
"2019","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","Math",56,971,230,356,385,0.237,0.367,0.396,"98221",77036
"2018","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","English Language Arts",50,967,301,323,343,0.311,0.334,0.355,"98221",77036
"2018","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","Math",60,961,222,320,419,0.231,0.333,0.436,"98221",77036
"2017","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","English Language Arts",55,987,277,333,377,0.281,0.337,0.382,"98221",77036
"2017","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","Math",61,989,236,317,436,0.239,0.321,0.441,"98221",77036
"2016","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","English Language Arts",53,979,307,293,379,0.314,0.299,0.387,"98221",77036
"2016","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","Math",59,975,220,345,410,0.226,0.354,0.421,"98221",77036
"2015","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","English Language Arts",43.5,220,81,73,66,0.368,0.332,0.3,"98221",77036
"2015","District","Skagit",29103,"Anacortes School District","AllStudents","All Students","Math",43,220,84,66,70,0.382,0.3,0.318,"98221",77036
"2019","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","English Language Arts",54,2053,608,682,763,0.296,0.332,0.372,"98223",83116
"2019","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","Math",46,2039,743,716,580,0.364,0.351,0.284,"98223",83116
"2018","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","English Language Arts",49,1995,669,649,677,0.335,0.325,0.339,"98223",83116
"2018","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","Math",46,1981,713,670,598,0.36,0.338,0.302,"98223",83116
"2017","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","English Language Arts",54,1940,620,569,751,0.32,0.293,0.387,"98223",83116
"2017","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","Math",48,1930,704,616,610,0.365,0.319,0.316,"98223",83116
"2016","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","English Language Arts",55,1887,531,624,732,0.281,0.331,0.388,"98223",83116
"2016","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","Math",50,1857,584,680,593,0.314,0.366,0.319,"98223",83116
"2015","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","English Language Arts",58,875,213,305,357,0.243,0.349,0.408,"98223",83116
"2015","District","Snohomish",31016,"Arlington School District","AllStudents","All Students","Math",51,853,259,297,297,0.304,0.348,0.348,"98223",83116
"2019","District","Asotin",2420,"Asotin-Anatone School District","AllStudents","All Students","English Language Arts",46,225,83,76,66,0.369,0.338,0.293,"99402",54250
"2019","District","Asotin",2420,"Asotin-Anatone School District","AllStudents","All Students","Math",60,226,57,74,95,0.252,0.327,0.42,"99402",54250
"2018","District","Asotin",2420,"Asotin-Anatone School District","AllStudents","All Students","English Language Arts",55,237,68,76,93,0.287,0.321,0.392,"99402",54250
"2018","District","Asotin",2420,"Asotin-Anatone School District","AllStudents","All Students","Math",64,237,50,77,110,0.211,0.325,0.464,"99402",54250
"2017","District","Asotin",2420,"Asotin-Anatone School District","AllStudents","All Students","English Language Arts",59,235,51,84,100,0.217,0.357,0.426,"99402",54250
"2017","District","Asotin",2420,"Asotin-Anatone School District","AllStudents","All Students","Math",66,235,31,87,117,0.132,0.37,0.498,"99402",54250
"2016","District","Asotin",2420,"Asotin-Anatone School District","AllStudents","All Students","English Language Arts",46,236,83,75,78,0.352,0.318,0.331,"99402",54250
"2016","District","Asotin",2420,"Asotin-Anatone School District","AllStudents","All Students","Math",55,236,58,91,87,0.246,0.386,0.369,"99402",54250
"2019","District","King",17408,"Auburn School District","AllStudents","All Students","English Language Arts",47,5873,2133,1977,1763,0.363,0.337,0.3,"98002",59097
"2019","District","King",17408,"Auburn School District","AllStudents","All Students","Math",41,5832,2449,1866,1517,0.42,0.32,0.26,"98002",59097
"2018","District","King",17408,"Auburn School District","AllStudents","All Students","English Language Arts",42,5660,2236,1828,1596,0.395,0.323,0.282,"98002",59097
"2018","District","King",17408,"Auburn School District","AllStudents","All Students","Math",42,5660,2288,1823,1549,0.404,0.322,0.274,"98002",59097
"2017","District","King",17408,"Auburn School District","AllStudents","All Students","English Language Arts",41,5321,2193,1798,1330,0.412,0.338,0.25,"98002",59097
"2017","District","King",17408,"Auburn School District","AllStudents","All Students","Math",42,5283,2158,1689,1436,0.408,0.32,0.272,"98002",59097
"2016","District","King",17408,"Auburn School District","AllStudents","All Students","English Language Arts",39,5129,2205,1651,1273,0.43,0.322,0.248,"98002",59097
"2016","District","King",17408,"Auburn School District","AllStudents","All Students","Math",36,5118,2378,1485,1255,0.465,0.29,0.245,"98002",59097
"2015","District","King",17408,"Auburn School District","AllStudents","All Students","English Language Arts",46,4640,1713,1441,1486,0.369,0.311,0.32,"98002",59097
"2015","District","King",17408,"Auburn School District","AllStudents","All Students","Math",49,4637,1567,1513,1557,0.338,0.326,0.336,"98002",59097
"2019","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","English Language Arts",53,1240,395,399,446,0.319,0.322,0.36,"98110",125861
"2019","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","Math",54,1240,351,402,487,0.283,0.324,0.393,"98110",125861
"2018","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","English Language Arts",51,1316,412,459,445,0.313,0.349,0.338,"98110",125861
"2018","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","Math",51,1310,399,494,417,0.305,0.377,0.318,"98110",125861
"2017","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","English Language Arts",53,1328,387,448,493,0.291,0.337,0.371,"98110",125861
"2017","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","Math",55,1327,393,430,504,0.296,0.324,0.38,"98110",125861
"2016","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","English Language Arts",53,1255,373,447,435,0.297,0.356,0.347,"98110",125861
"2016","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","Math",59.5,1244,286,440,518,0.23,0.354,0.416,"98110",125861
"2015","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","English Language Arts",61,1176,307,339,530,0.261,0.288,0.451,"98110",125861
"2015","District","Kitsap",18303,"Bainbridge Island School District","AllStudents","All Students","Math",58,1176,294,407,475,0.25,0.346,0.404,"98110",125861
"2019","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","English Language Arts",49,4571,1522,1567,1482,0.333,0.343,0.324,"98604",86980
"2019","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","Math",50,4575,1492,1560,1523,0.326,0.341,0.333,"98604",86980
"2018","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","English Language Arts",50,4679,1512,1599,1568,0.323,0.342,0.335,"98604",86980
"2018","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","Math",49,4666,1586,1540,1540,0.34,0.33,0.33,"98604",86980
"2017","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","English Language Arts",47,4579,1628,1556,1395,0.356,0.34,0.305,"98604",86980
"2017","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","Math",50,4575,1417,1614,1544,0.31,0.353,0.337,"98604",86980
"2016","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","English Language Arts",53,4561,1372,1582,1607,0.301,0.347,0.352,"98604",86980
"2016","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","Math",56,4553,1235,1567,1751,0.271,0.344,0.385,"98604",86980
"2015","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","English Language Arts",50,3553,1137,1257,1159,0.32,0.354,0.326,"98604",86980
"2015","District","Clark",6119,"Battle Ground School District","AllStudents","All Students","Math",48,3545,1156,1236,1153,0.326,0.349,0.325,"98604",86980
"2019","District","King",17405,"Bellevue School District","AllStudents","All Students","English Language Arts",55,7084,1982,2368,2734,0.28,0.334,0.386,"98005",135225
"2019","District","King",17405,"Bellevue School District","AllStudents","All Students","Math",54,7109,2062,2364,2683,0.29,0.333,0.377,"98005",135225
"2018","District","King",17405,"Bellevue School District","AllStudents","All Students","English Language Arts",55,6917,2034,2277,2606,0.294,0.329,0.377,"98005",135225
"2018","District","King",17405,"Bellevue School District","AllStudents","All Students","Math",52,6956,2108,2413,2435,0.303,0.347,0.35,"98005",135225
"2017","District","King",17405,"Bellevue School District","AllStudents","All Students","English Language Arts",55,6912,1959,2261,2692,0.283,0.327,0.389,"98005",135225
"2017","District","King",17405,"Bellevue School District","AllStudents","All Students","Math",53,6947,2083,2353,2511,0.3,0.339,0.361,"98005",135225
"2016","District","King",17405,"Bellevue School District","AllStudents","All Students","English Language Arts",57,6700,1746,2254,2700,0.261,0.336,0.403,"98005",135225
"2016","District","King",17405,"Bellevue School District","AllStudents","All Students","Math",57,6723,1706,2353,2664,0.254,0.35,0.396,"98005",135225
"2015","District","King",17405,"Bellevue School District","AllStudents","All Students","English Language Arts",65,4065,838,1270,1957,0.206,0.312,0.481,"98005",135225
"2015","District","King",17405,"Bellevue School District","AllStudents","All Students","Math",64,4072,893,1285,1894,0.219,0.316,0.465,"98005",135225
"2019","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","English Language Arts",51,3908,1258,1330,1320,0.322,0.34,0.338,"98225",53093
"2019","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","Math",45.5,3898,1422,1329,1147,0.365,0.341,0.294,"98225",53093
"2018","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","English Language Arts",52,3867,1218,1336,1313,0.315,0.345,0.34,"98225",53093
"2018","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","Math",48,3834,1323,1298,1213,0.345,0.339,0.316,"98225",53093
"2017","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","English Language Arts",48,3757,1250,1284,1223,0.333,0.342,0.326,"98225",53093
"2017","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","Math",48,3729,1289,1247,1193,0.346,0.334,0.32,"98225",53093
"2016","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","English Language Arts",55,3714,1069,1235,1410,0.288,0.333,0.38,"98225",53093
"2016","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","Math",53,3686,1102,1224,1360,0.299,0.332,0.369,"98225",53093
"2015","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","English Language Arts",59,3605,907,1157,1541,0.252,0.321,0.427,"98225",53093
"2015","District","Whatcom",37501,"Bellingham School District","AllStudents","All Students","Math",63,3596,785,1161,1650,0.218,0.323,0.459,"98225",53093
"2019","District","Pierce",27403,"Bethel School District","AllStudents","All Students","English Language Arts",49,7305,2461,2396,2448,0.337,0.328,0.335,"98387",80272
"2019","District","Pierce",27403,"Bethel School District","AllStudents","All Students","Math",48,7306,2515,2475,2316,0.344,0.339,0.317,"98387",80272
"2018","District","Pierce",27403,"Bethel School District","AllStudents","All Students","English Language Arts",48,7030,2432,2358,2240,0.346,0.335,0.319,"98387",80272
"2018","District","Pierce",27403,"Bethel School District","AllStudents","All Students","Math",47,7009,2468,2427,2114,0.352,0.346,0.302,"98387",80272
"2017","District","Pierce",27403,"Bethel School District","AllStudents","All Students","English Language Arts",50,6813,2177,2353,2283,0.32,0.345,0.335,"98387",80272
"2017","District","Pierce",27403,"Bethel School District","AllStudents","All Students","Math",47,6792,2390,2258,2144,0.352,0.332,0.316,"98387",80272
"2016","District","Pierce",27403,"Bethel School District","AllStudents","All Students","English Language Arts",49,6457,2124,2189,2144,0.329,0.339,0.332,"98387",80272
"2016","District","Pierce",27403,"Bethel School District","AllStudents","All Students","Math",46,6434,2357,2180,1897,0.366,0.339,0.295,"98387",80272
"2015","District","Pierce",27403,"Bethel School District","AllStudents","All Students","English Language Arts",40,351,150,113,88,0.427,0.322,0.251,"98387",80272
"2015","District","Pierce",27403,"Bethel School District","AllStudents","All Students","Math",41,349,140,130,79,0.401,0.372,0.226,"98387",80272
"2019","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","English Language Arts",50,805,277,253,275,0.344,0.314,0.342,"98230",69060
"2019","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","Math",52,807,237,273,297,0.294,0.338,0.368,"98230",69060
"2018","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","English Language Arts",48,777,279,265,233,0.359,0.341,0.3,"98230",69060
"2018","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","Math",54.5,778,237,250,291,0.305,0.321,0.374,"98230",69060
"2017","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","English Language Arts",49,769,253,272,244,0.329,0.354,0.317,"98230",69060
"2017","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","Math",52,771,229,280,262,0.297,0.363,0.34,"98230",69060
"2016","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","English Language Arts",55,759,222,244,293,0.292,0.321,0.386,"98230",69060
"2016","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","Math",54.5,756,213,244,299,0.282,0.323,0.396,"98230",69060
"2015","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","English Language Arts",42,725,279,252,194,0.385,0.348,0.268,"98230",69060
"2015","District","Whatcom",37503,"Blaine School District","AllStudents","All Students","Math",45,725,254,279,192,0.35,0.385,0.265,"98230",69060
"2019","District","Lewis",21234,"Boistfort School District","AllStudents","All Students","English Language Arts",53,46,14,13,19,0.304,0.283,0.413,"98538",52813
"2019","District","Lewis",21234,"Boistfort School District","AllStudents","All Students","Math",42,46,21,17,8,0.457,0.37,0.174,"98538",52813
"2018","District","Lewis",21234,"Boistfort School District","AllStudents","All Students","English Language Arts",62.5,40,6,16,18,0.15,0.4,0.45,"98538",52813
"2018","District","Lewis",21234,"Boistfort School District","AllStudents","All Students","Math",54.5,40,11,17,12,0.275,0.425,0.3,"98538",52813
"2017","District","Lewis",21234,"Boistfort School District","AllStudents","All Students","English Language Arts",53.5,40,14,13,13,0.35,0.325,0.325,"98538",52813
